time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18:27:16:4420,-15.2826,-12.3229,-3.9129,20.018
18:27:16:4600,-14.8459,-12.7335,-3.0436,19.794
18:27:16:4620,-13.0603,-12.6388,-1.6656,18.251
18:27:16:4720,-9.0204,-11.5148,0.8322,14.651
18:27:16:4820,-4.9680,-9.8362,2.6529,11.334
18:27:16:4930,-1.1454,-7.7437,3.0633,8.406
18:27:16:5020,0.2335,-6.3462,1.6931,6.572
18:27:16:5130,-0.0634,-5.6625,-2.4870,6.185
18:27:16:5240,-0.4177,-5.7752,-5.6826,8.113
18:27:16:5320,-0.4634,-4.4207,-7.6946,8.886
18:27:16:5420,2.3682,-1.9111,-5.8800,6.621
18:27:16:5540,12.1558,2.6596,1.0514,12.488
18:27:16:5620,21.5682,7.3309,7.3808,23.946
18:27:16:5800,31.6388,14.3206,14.6300,37.685
18:27:16:5990,33.9163,19.7621,15.9096,42.355
18:27:16:6000,29.9428,22.2211,11.3716,38.983
18:27:16:6000,23.8610,22.8722,7.6056,33.917
18:27:16:6140,18.6279,22.4855,5.1536,29.651
18:27:16:6230,15.8517,21.9305,4.5307,27.436
18:27:16:6340,12.7687,20.8946,4.3269,24.867
18:27:16:6410,10.5257,20.0054,4.2066,22.994
18:27:16:6540,7.8530,18.8515,3.4272,20.707
18:27:16:6610,5.8714,18.2038,2.7441,19.323
18:27:16:6730,2.7184,16.5780,2.2269,16.946
18:27:16:6820,2.8912,16.6039,2.4725,17.034
18:27:16:6919,-1.0845,13.7950,5.2723,14.808
18:27:16:7010,-2.6737,12.6902,7.0151,14.745
18:27:16:7130,-3.9030,12.1344,8.5051,15.324
18:27:16:7220,-4.6637,12.4824,9.3278,16.266
18:27:16:7360,-5.3546,13.2265,9.2355,16.997
18:27:16:7430,-5.5504,14.0135,9.2581,17.689
18:27:16:7620,-6.0281,15.1445,9.0384,18.638
18:27:16:7630,-6.6925,15.6984,9.1824,19.379
18:27:16:7730,-7.9728,15.9978,9.5257,20.254
18:27:16:7820,-9.1384,15.9982,11.1329,21.527
18:27:16:7920,-10.0901,15.6630,13.9557,23.279
18:27:16:8010,-10.4681,15.2610,15.9728,24.446
18:27:16:8120,-9.7437,14.9862,18.1040,25.442
18:27:16:8210,-7.8314,15.1445,19.0480,25.564
18:27:16:8360,-5.1280,15.5770,17.5963,24.054
18:27:16:8410,-2.9119,15.9362,15.0630,22.121
18:27:16:8600,-0.7340,16.1073,11.3825,19.737
18:27:16:8610,0.9419,16.5216,8.7522,18.720
18:27:16:8750,2.5096,17.0171,6.8762,18.525
18:27:16:8840,2.6910,17.4280,6.7161,18.870
18:27:16:8910,1.0316,17.4065,6.6676,18.668
18:27:16:9010,0.8932,17.9565,8.2734,19.791
18:27:16:9130,3.7781,19.5171,13.5420,24.054
18:27:16:9220,7.9524,19.9788,16.8360,27.310
18:27:16:9360,15.4114,19.9044,18.1554,31.037
18:27:16:9410,21.0592,19.9375,15.9749,33.109
18:27:16:9620,22.9620,18.5139,9.0352,30.849
18:27:16:9640,20.7486,16.9604,3.4933,27.025
18:27:16:9730,17.1970,13.9254,-0.5263,22.134
18:27:16:9820,14.1055,11.0735,-0.3203,17.936
18:27:16:9930,10.3072,8.0691,1.5535,13.182
18:27:17:0020,6.2952,5.2625,3.2943,8.842
18:27:17:0130,2.8876,3.1553,4.8402,6.459
18:27:17:0240,0.4423,1.5839,5.7800,6.009
18:27:17:0420,-0.7432,-0.2006,5.7254,5.777
18:27:17:0429,-1.1916,-1.4449,5.1031,5.436
18:27:17:0520,-2.2616,-2.9388,4.0791,5.513
18:27:17:0610,-3.1718,-4.0970,3.4804,6.242
18:27:17:0730,-4.5069,-5.4320,2.7235,7.565
18:27:17:0940,-5.6332,-6.5590,2.2305,8.929
18:27:17:0940,-7.0681,-7.8493,2.0689,10.763
18:27:17:1019,-8.0018,-8.8540,2.2607,12.146
18:27:17:1120,-8.9110,-9.7989,2.8662,13.551
18:27:17:1210,-10.1018,-10.7472,2.9044,15.033
18:27:17:1370,-11.6689,-11.7124,2.3316,16.697
18:27:17:1409,-13.1755,-12.1210,1.9583,18.010
18:27:17:1600,-14.8940,-12.6149,1.3865,19.568
18:27:17:1620,-15.2242,-12.8318,0.9243,19.932
18:27:17:1719,-13.3502,-12.2460,1.3598,18.167
18:27:17:1800,-10.9471,-10.7676,2.2546,15.520
18:27:17:1930,-6.8634,-9.0546,2.9196,11.731
18:27:17:2010,-3.5361,-7.0696,3.0859,8.486
18:27:17:2120,-1.5205,-5.2173,2.4824,5.974
18:27:17:2230,-0.5918,-4.2676,1.4689,4.552
18:27:17:2550,0.5783,-2.8852,0.8482,3.062
18:27:17:2560,-0.2633,-2.4269,-0.0528,2.442
18:27:17:2560,-0.7191,-1.8284,-0.7525,2.104
18:27:17:2610,0.1530,0.1117,-0.2427,0.308
18:27:17:2730,7.0187,4.0771,1.5158,8.257
18:27:17:2849,14.1257,7.2173,3.8131,16.315
18:27:17:2920,26.4341,14.1120,9.2317,31.355
18:27:17:3100,31.7526,19.1627,12.6825,39.195
18:27:17:3130,30.5372,21.3235,10.8762,38.801
18:27:17:3290,24.7980,21.9634,5.9220,33.651
18:27:17:3320,17.8185,20.9709,1.2703,27.548
18:27:17:3420,17.9235,21.1283,1.3691,27.740
18:27:17:3520,10.4063,18.8753,-0.0497,21.554
18:27:17:3610,8.3935,18.1871,0.8988,20.051
18:27:17:3750,5.7310,17.1601,2.8377,18.313
18:27:17:3800,3.9505,16.2408,4.3588,17.273
18:27:17:3920,1.7702,15.2511,6.2155,16.564
18:27:17:4030,0.0009,14.3777,7.4750,16.205
18:27:17:4120,-1.1924,13.6119,8.6975,16.197
18:27:17:4220,-2.4140,13.1167,9.2939,16.256
18:27:17:4360,-2.8186,13.0287,8.9384,16.050
18:27:17:4430,-3.2457,13.4407,8.6501,16.310
18:27:17:4580,-3.3776,14.1998,8.7947,17.041
18:27:17:4600,-3.4924,14.6316,9.0076,17.533
18:27:17:4720,-4.2124,15.2702,10.0137,18.740
18:27:17:4810,-4.9636,15.6578,11.7924,20.220
18:27:17:4930,-5.8640,16.0136,13.3347,21.648
18:27:17:5010,-5.8368,15.8896,13.4180,21.601
18:27:17:5120,-9.7418,15.7588,12.4425,22.317
18:27:17:5220,-10.5681,15.6468,11.9165,22.327
18:27:17:5330,-10.1610,15.7014,11.8275,22.128
18:27:17:5420,-8.6413,15.9454,12.2250,21.872
18:27:17:5540,-6.0988,16.4973,12.4816,21.567
18:27:17:5600,-3.2001,17.2877,11.7886,21.168
18:27:17:5719,0.7674,18.4228,10.3603,21.150
18:27:17:5810,3.3743,18.6280,9.0541,20.985
18:27:17:5920,5.5500,18.1088,7.8691,20.510
18:27:17:6010,5.4135,17.6661,6.8129,19.693
18:27:17:6140,3.1934,16.9791,6.5017,18.460
18:27:17:6220,0.6602,16.4622,6.7437,17.802
18:27:17:6340,-0.1468,17.0798,8.6847,19.162
18:27:17:6420,0.9963,17.4377,11.1359,20.714
18:27:17:6530,5.0333,16.8906,13.3582,22.115
18:27:17:6610,9.5526,16.4240,14.0213,23.613
18:27:17:6780,15.9324,16.0828,13.3725,26.293
18:27:17:6810,18.0411,15.1932,10.9226,25.993
18:27:17:6919,16.7181,13.1690,7.4761,22.557
18:27:17:7020,13.8735,10.8385,5.3398,18.397
18:27:17:7120,10.9060,8.5709,4.2932,14.520
18:27:17:7210,8.1153,6.7440,4.1704,11.346
18:27:17:7330,5.4302,5.1745,4.4256,8.709
18:27:17:7450,3.0217,3.9444,4.7674,6.886
18:27:17:7610,0.9555,2.6080,5.3242,6.005
18:27:17:7620,-0.1803,1.4280,5.9580,6.129
18:27:17:7710,-1.8505,-0.0970,6.2861,6.554
18:27:17:7810,-2.9787,-1.2166,5.7790,6.614
18:27:17:7920,-4.1106,-2.5763,4.5319,6.639
18:27:17:8010,-5.3328,-3.7409,3.3430,7.322
18:27:17:8129,-7.0427,-4.8318,1.9357,8.757
18:27:17:8210,-7.8458,-5.7467,0.9499,9.772
18:27:17:8320,-8.1095,-6.7039,0.3135,10.526
18:27:17:8440,-8.3081,-7.3372,0.3071,11.088
18:27:17:8590,-8.4224,-7.7668,0.1406,11.458
18:27:17:8620,-8.6384,-8.0643,-0.3880,11.824
18:27:17:8720,-9.4277,-8.2674,-1.0939,12.587
18:27:17:8810,-10.2432,-8.4544,-1.8443,13.409
18:27:17:8940,-11.2522,-9.0911,-2.5863,14.695
18:27:17:9010,-12.1492,-9.6914,-2.8236,15.795
18:27:17:9120,-12.3387,-10.3455,-2.7281,16.331
18:27:17:9210,-11.6238,-10.9741,-1.8268,16.090
18:27:17:9340,-9.5800,-10.8560,0.7274,14.497
18:27:17:9420,-7.6143,-10.2731,2.5651,13.042
18:27:17:9570,-5.0125,-9.2399,4.4131,11.401
18:27:17:9610,-3.2317,-8.0968,5.0190,10.059
18:27:17:9810,-1.6693,-6.9194,4.4740,8.407
18:27:17:9820,-1.1748,-5.8191,3.0997,6.697
18:27:17:9930,-0.9404,-4.1739,0.2977,4.289
18:27:18:0100,0.4324,-1.6512,-1.4365,2.231
18:27:18:0120,3.9785,2.8098,-2.6016,5.522
18:27:18:0210,9.7493,6.2559,-0.6964,11.605
18:27:18:0320,17.0899,9.0367,3.9299,19.727
18:27:18:0410,22.3541,11.1321,8.4915,26.377
18:27:18:0560,25.6987,12.6758,13.3652,31.618
18:27:18:0610,27.4842,14.1788,15.0804,34.407
18:27:18:0730,28.5366,16.8993,13.9198,35.968
18:27:18:0800,28.9459,19.2090,11.2629,36.520
18:27:18:0920,26.4068,21.3659,5.9155,34.479
18:27:18:1019,23.7770,22.4717,2.0582,32.780
18:27:18:1120,19.8925,22.6648,-1.4274,30.190
18:27:18:1210,16.7145,22.2801,-3.0764,28.022
18:27:18:1320,12.9888,21.2070,-2.9821,25.047
18:27:18:1409,8.5400,19.5042,-0.7940,21.307
18:27:18:1540,3.8931,16.9797,3.1835,17.709
18:27:18:1610,-0.2547,15.3025,6.2497,16.531
18:27:18:1760,-3.9164,14.3011,10.0475,17.911
18:27:18:1800,-5.7064,13.8744,12.1870,19.328
18:27:18:1910,-6.6483,13.6829,13.4781,20.324
18:27:18:2020,-6.9653,13.9090,13.5328,20.618
18:27:18:2140,-7.6561,14.6234,12.1693,20.507
18:27:18:2210,-8.1779,15.2997,10.1343,20.091
18:27:18:2340,-9.0034,15.8652,8.3475,20.061
18:27:18:2420,-9.7483,15.8894,7.7071,20.172
18:27:18:2540,-10.8671,15.5763,8.1170,20.654
18:27:18:2600,-11.3612,14.9809,9.8684,21.234
18:27:18:2780,-10.4951,14.2304,12.5063,21.658
18:27:18:2810,-8.9928,14.1841,14.7024,22.321
18:27:18:2920,-6.6777,14.5370,16.5574,23.023
18:27:18:3030,-4.8517,15.0320,16.5930,22.909
18:27:18:3120,-1.1940,15.8695,14.3591,21.435
18:27:18:3210,2.0430,16.9559,12.0255,20.888
18:27:18:3340,3.6836,17.7038,9.0297,20.212
18:27:18:3410,3.4148,17.8446,6.5764,19.322
18:27:18:3570,2.4524,18.3865,5.9442,19.478
18:27:18:3620,1.6854,18.5517,6.4881,19.726
18:27:18:3770,2.0446,18.9474,8.6552,20.931
18:27:18:3810,3.9327,18.7121,11.8389,22.489
18:27:18:3920,8.2270,17.5643,15.0835,24.570
18:27:18:4020,11.7728,16.3066,16.7781,26.192
18:27:18:4130,15.3718,14.7359,16.5633,26.977
18:27:18:4220,15.9512,12.7656,13.5130,24.495
18:27:18:4340,14.2460,10.7123,9.8409,20.360
18:27:18:4410,12.3935,8.8713,6.8173,16.697
18:27:18:4550,10.1088,7.3039,4.6474,13.309
18:27:18:4660,7.6547,5.8353,4.0385,10.438
18:27:18:4860,4.6266,4.1558,4.6835,7.785
18:27:18:4870,2.4977,2.8532,5.1903,6.428
18:27:18:4920,0.4809,1.0177,5.8726,5.980
18:27:18:5060,-0.7044,-0.4756,6.0799,6.139
18:27:18:5120,-1.9757,-2.3799,6.0027,6.753
18:27:18:5270,-3.3745,-3.8859,5.3230,7.404
18:27:18:5320,-4.8894,-5.1527,4.1620,8.233
18:27:18:5410,-5.9777,-5.9673,2.9796,8.957
18:27:18:5570,-7.0113,-6.7294,1.5153,9.836
18:27:18:5610,-8.1263,-7.4640,0.1659,11.035
18:27:18:5800,-9.3318,-8.1314,-0.9583,12.414
18:27:18:5820,-10.0577,-8.4346,-1.6410,13.228
18:27:18:5970,-10.7568,-8.8458,-2.3967,14.132
18:27:18:6010,-11.4277,-9.2860,-2.9588,15.019
18:27:18:6130,-12.6623,-9.6357,-3.3798,16.267
18:27:18:6220,-13.5921,-9.8619,-3.5939,17.173
18:27:18:6340,-14.0599,-10.0419,-3.8131,17.694
18:27:18:6410,-13.1250,-9.8334,-3.5501,16.780
18:27:18:6560,-11.0876,-9.1990,-2.5703,14.634
18:27:18:6620,-9.3564,-8.7200,-1.6394,12.894
18:27:18:6800,-6.7330,-8.0978,-0.6164,10.549
18:27:18:6810,-4.0721,-7.3236,0.5012,8.395
18:27:18:6909,-0.4370,-5.4856,1.7180,5.765
18:27:18:7140,1.2967,-3.1688,1.0422,3.579
18:27:18:7140,2.0992,-1.6268,-2.5588,3.688
18:27:18:7220,1.9661,-0.8446,-4.9388,5.382
18:27:18:7320,3.5673,2.0726,-6.0909,7.357
18:27:18:7410,7.1033,5.6380,-3.3702,9.675
18:27:18:7570,14.7365,8.9011,4.6201,17.825
18:27:18:7610,25.1371,13.5099,14.4728,31.998
18:27:18:7820,31.3428,18.0110,21.8233,42.226
18:27:18:7840,29.1997,19.6084,19.8820,40.403
18:27:18:8040,21.6828,20.4971,11.1850,31.865
18:27:18:8060,16.3032,19.9877,5.9769,26.477
18:27:18:8120,11.6901,18.9491,2.9093,22.454
18:27:18:8210,9.2903,17.9988,2.4056,20.397
18:27:18:8320,6.6929,16.7373,3.4961,18.362
18:27:18:8420,5.0377,15.3346,4.5512,16.770
18:27:18:8530,4.1884,14.4727,5.1666,15.928
18:27:18:8610,3.4897,14.4539,6.0469,16.052
18:27:18:8810,2.0871,14.6413,6.5882,16.190
18:27:18:8820,0.7064,14.6694,6.8328,16.198
18:27:18:8930,-0.5760,14.5461,7.3929,16.327
18:27:18:9010,-1.0338,14.5778,8.6238,16.969
18:27:18:9130,-2.1200,14.7030,10.6911,18.302
18:27:18:9210,-3.1015,14.5658,12.0453,19.154
18:27:18:9340,-4.0940,14.6114,12.8661,19.894
18:27:18:9410,-5.3389,14.8641,12.9101,20.399
18:27:18:9590,-6.5301,15.3142,12.7962,20.998
18:27:18:9610,-7.1104,15.5365,13.0384,21.493
18:27:18:9830,-7.9029,15.6860,13.5716,22.197
18:27:18:9840,-9.2178,15.3883,14.3023,22.942
18:27:18:9930,-10.2212,14.5067,15.2447,23.395
18:27:19:0020,-10.9924,13.7198,16.1720,23.887
18:27:19:0130,-10.5326,13.0821,17.1278,23.988
18:27:19:0240,-8.9606,13.1228,17.3902,23.557
18:27:19:0320,-6.6112,13.5429,15.4695,21.597
18:27:19:0410,-4.2974,13.8869,12.5314,19.192
18:27:19:0600,-2.0132,14.5739,9.2035,17.354
18:27:19:0610,0.0398,15.4152,6.2783,16.645
18:27:19:0830,0.6283,16.6300,4.1241,17.145
18:27:19:0840,0.6268,17.9938,3.4983,18.341
18:27:19:0930,0.4471,19.4139,4.9738,20.046
18:27:19:1030,0.5903,20.5958,8.4836,22.282
18:27:19:1130,3.3890,22.3349,14.6523,26.926
18:27:19:1210,8.3203,22.3049,18.2947,30.024
18:27:19:1330,15.9069,21.7936,19.0612,33.035
18:27:19:1419,21.5375,21.4574,15.2947,34.033
18:27:19:1560,22.8846,20.0128,9.5245,31.858
18:27:19:1610,20.5601,17.5322,3.9128,27.302
18:27:19:1800,17.4991,14.4811,0.3905,22.717
18:27:19:1830,14.1661,11.4057,0.1976,18.188
18:27:19:1940,10.0798,7.9966,2.2530,13.062
18:27:19:2020,6.8980,5.4582,4.1043,9.707
18:27:19:2120,3.5486,2.7463,5.8652,7.385
18:27:19:2350,1.6958,0.7563,6.9425,7.187
18:27:19:2360,0.1345,-1.7106,7.6877,7.877
18:27:19:2410,-1.3234,-3.5480,7.3395,8.259
18:27:19:2530,-2.8932,-5.1356,5.9949,8.407
18:27:19:2620,-4.2318,-6.2450,4.5792,8.825
18:27:19:2730,-5.7423,-7.2695,2.9400,9.719
18:27:19:2810,-6.8225,-8.1520,1.3456,10.715
18:27:19:2930,-7.3212,-9.2269,-0.1841,11.780
18:27:19:3010,-7.6520,-9.9517,-0.8326,12.581
18:27:19:3120,-8.1269,-10.6470,-1.0769,13.437
18:27:19:3220,-8.7832,-11.1507,-0.9262,14.225
18:27:19:3320,-9.5603,-11.5852,-0.5136,15.029
18:27:19:3410,-10.1968,-12.1308,-0.0127,15.847
18:27:19:3520,-11.5477,-12.5008,0.3159,17.021
18:27:19:3610,-12.3418,-12.5386,0.7575,17.610
18:27:19:3780,-11.7036,-12.4415,1.9770,17.195
18:27:19:3810,-11.6904,-12.3789,2.0217,17.146
18:27:19:3920,-9.2394,-11.2113,4.4226,15.186
18:27:19:4020,-7.6313,-10.4700,5.3143,14.004
18:27:19:4120,-5.2472,-8.7105,5.5916,11.605
18:27:19:4220,-3.6790,-6.9664,5.1260,9.399
18:27:19:4330,-2.1999,-5.0301,3.8005,6.677
18:27:19:4420,-0.6592,-3.7820,2.4022,4.529
18:27:19:4520,-0.6222,-1.3283,0.1449,1.474
18:27:19:4620,-0.9586,0.4831,-1.0481,1.500
18:27:19:4730,1.6610,3.5798,2.3016,4.569
18:27:19:4810,9.7431,8.0167,9.7436,15.942
18:27:19:4930,21.4628,13.1919,17.6177,30.742
18:27:19:5010,28.3977,16.9150,20.3620,38.822
18:27:19:5110,30.2330,20.6605,15.7977,39.881
18:27:19:5220,27.5394,22.1416,8.5434,36.355
18:27:19:5330,21.1714,21.7300,0.6487,30.345
18:27:19:5410,16.3134,19.9465,-3.2101,25.967
18:27:19:5540,11.1971,16.9462,-4.4887,20.801
18:27:19:5620,7.6705,14.4500,-2.4658,16.545
18:27:19:5790,6.5756,12.9453,0.5808,14.531
18:27:19:5820,7.0687,12.8635,3.7919,15.160
18:27:19:5920,8.3834,13.8418,6.2480,17.347
18:27:19:6010,9.0049,15.0178,6.2590,18.596
18:27:19:6130,7.3822,15.7891,4.3196,17.957
18:27:19:6230,6.1919,16.1989,2.9050,17.584
18:27:19:6320,3.5889,15.8566,1.3925,16.317
18:27:19:6430,1.3842,15.3808,1.3746,15.504
18:27:19:6520,-0.8041,15.0875,2.5319,15.320
18:27:19:6610,-2.5121,15.2334,4.5052,16.083
18:27:19:6780,-2.8091,16.5860,7.1884,18.294
18:27:19:6810,-2.6686,18.2881,9.0167,20.564
18:27:19:6919,-2.6792,19.9619,10.5296,22.727
18:27:19:7020,-3.6857,20.5766,11.6570,23.935
18:27:19:7120,-5.2284,20.4858,11.7220,24.175
18:27:19:7220,-6.2606,20.0193,11.7102,24.023
18:27:19:7330,-6.3874,19.5356,11.9479,23.774
18:27:19:7420,-5.4620,19.1375,12.0314,23.256
18:27:19:7520,-4.4287,18.3995,11.5233,22.157
18:27:19:7620,-3.1845,17.7069,10.8861,21.028
18:27:19:7820,-1.7661,17.2104,10.6624,20.322
18:27:19:7840,0.0963,16.7295,11.1588,20.110
18:27:19:7920,3.0108,16.7913,11.4573,20.549
18:27:19:8010,5.4736,17.3375,11.1055,21.304
18:27:19:8120,7.2690,18.0556,10.4074,22.072
18:27:19:8220,7.5390,18.9017,10.5995,22.945
18:27:19:8330,7.3981,19.8645,11.1687,23.960
18:27:19:8420,7.2031,20.2978,11.5317,24.431
18:27:19:8530,8.6996,20.3514,13.5940,25.974
18:27:19:8620,12.2476,19.5919,16.1476,28.188
18:27:19:8810,16.0306,18.3232,16.3425,29.322
18:27:19:8820,18.5758,17.4331,14.3260,29.227
18:27:19:8920,19.3841,15.5061,11.2457,27.252
18:27:19:9010,18.1125,12.4878,8.3783,23.542
18:27:19:9120,15.8126,9.4341,5.9218,19.342
18:27:19:9240,13.8087,7.5262,4.4658,16.348
18:27:19:9320,10.8521,5.0264,3.6513,12.505
18:27:19:9430,7.9254,2.7346,3.8338,9.219
18:27:19:9530,5.5967,0.5739,4.7715,7.377
18:27:19:9660,3.1992,-1.7240,5.8657,6.900
18:27:19:9870,0.4276,-4.5789,6.8436,8.245
18:27:19:9880,-1.9619,-6.6188,7.2064,9.980
18:27:19:9920,-4.5209,-8.5028,7.1091,11.970
18:27:20:0020,-6.7596,-9.8731,6.1799,13.467
18:27:20:0120,-8.6843,-10.9842,4.3939,14.676
18:27:20:0200,-9.9653,-11.4654,2.7352,15.435
18:27:20:0320,-11.1122,-11.7979,0.8097,16.227
18:27:20:0440,-11.7604,-11.9620,-0.4818,16.782
18:27:20:0520,-12.5297,-11.9796,-1.1981,17.376
18:27:20:0610,-13.1282,-11.9114,-1.3985,17.782
18:27:20:0720,-13.9377,-11.8976,-1.4161,18.380
18:27:20:0820,-14.9560,-12.0186,-1.2718,19.229
18:27:20:0930,-15.9488,-12.2491,-0.8411,20.127
18:27:20:1019,-15.5702,-12.3392,-0.4729,19.872
18:27:20:1120,-13.3430,-12.0258,0.1413,17.963
18:27:20:1210,-10.2797,-10.9685,0.7312,15.050
18:27:20:1330,-6.2299,-9.1873,1.4801,11.199
18:27:20:1440,-3.4262,-7.5433,2.0407,8.533
18:27:20:1530,-1.5028,-5.1729,2.0281,5.756
18:27:20:1700,-1.0028,-3.8138,1.2656,4.142
18:27:20:1930,0.4835,-2.3870,-0.7755,2.556
18:27:20:1940,1.8447,-0.9672,-2.9318,3.596
18:27:20:1950,3.5331,0.9240,-3.6467,5.161
18:27:20:2010,7.5179,3.9383,-2.6677,8.896
18:27:20:2130,18.5650,8.9094,2.5082,20.744
18:27:20:2270,29.2659,14.2837,9.9462,34.051
18:27:20:2320,38.8544,20.9254,18.3288,47.786
18:27:20:2450,40.0657,24.3608,19.1153,50.637
18:27:20:2520,34.5477,25.9852,12.0548,44.879
18:27:20:2610,28.0718,25.9674,5.6006,38.648
18:27:20:2760,20.1516,23.9800,0.1536,31.323
18:27:20:2839,14.6047,21.9383,-1.4560,26.395
18:27:20:2990,10.5209,19.3074,0.0801,21.988
18:27:20:3010,6.9096,16.9336,1.9444,18.392
18:27:20:3120,3.9096,15.4299,2.3979,16.097
18:27:20:3210,1.8401,14.7714,2.7663,15.140
18:27:20:3330,0.8622,14.5365,4.4947,15.240
18:27:20:3420,-0.1292,14.4732,4.8899,15.277
18:27:20:3520,-2.0634,14.1658,4.3819,14.971
18:27:20:3660,-3.5176,13.8315,4.0055,14.823
18:27:20:3810,-4.6947,13.7400,3.9337,15.043
18:27:20:3830,-5.4829,14.0706,4.0097,15.624
18:27:20:3920,-6.9031,14.3005,4.0709,16.393
18:27:20:4010,-8.3454,14.3757,4.6809,17.269
18:27:20:4130,-9.3392,14.6637,6.0405,18.405
18:27:20:4220,-9.8730,15.0901,7.5038,19.532
18:27:20:4340,-10.2938,15.5047,8.7448,20.563
18:27:20:4410,-10.3210,15.7467,9.7378,21.197
18:27:20:4530,-9.8451,16.3663,10.6330,21.860
18:27:20:4670,-9.4027,16.7424,10.9184,22.089
18:27:20:4720,-8.4414,16.8211,11.6488,22.134
18:27:20:4850,-6.5040,17.1006,13.1655,22.540
18:27:20:4920,-3.6860,17.6590,13.6691,22.633
18:27:20:5010,-0.5987,18.0690,13.0596,22.302
18:27:20:5130,2.9613,18.8824,11.7374,22.430
18:27:20:5220,5.0297,19.1236,10.3970,22.341
18:27:20:5320,5.6881,19.6969,8.7493,22.291
18:27:20:5410,4.9245,20.5307,8.4601,22.745
18:27:20:5540,4.1692,21.5434,8.2154,23.431
18:27:20:5610,6.2401,22.5183,9.7806,25.331
18:27:20:5729,11.5983,23.8880,15.7888,30.894
18:27:20:5960,16.1629,22.8002,18.7243,33.641
18:27:20:5970,19.9729,20.9748,20.0109,35.204
18:27:20:6010,22.5491,18.5368,17.2805,33.922
18:27:20:6120,21.9055,15.7410,12.0732,29.553
18:27:20:6210,18.9575,12.6469,7.2801,23.923
18:27:20:6330,14.7840,9.7610,2.8060,17.936
18:27:20:6420,11.5155,7.8784,1.1801,14.002
18:27:20:6520,7.6964,5.6191,1.7137,9.682
18:27:20:6610,4.5806,3.9623,2.6486,6.610
18:27:20:6730,1.6334,1.9778,4.1691,4.895
18:27:20:6860,-0.2301,0.1375,5.8495,5.856
18:27:20:6919,-2.1943,-2.2026,7.2864,7.922
18:27:20:7010,-3.5187,-4.3444,7.6286,9.458
18:27:20:7120,-5.1636,-6.6052,7.1447,11.015
18:27:20:7210,-7.2051,-8.5345,5.7233,12.550
18:27:20:7320,-8.8792,-10.2591,4.4215,14.270
18:27:20:7500,-9.7187,-11.2643,3.2753,15.234
18:27:20:7520,-10.1059,-12.3587,1.5695,16.042
18:27:20:7610,-10.0485,-12.6010,0.1374,16.118
18:27:20:7720,-10.0636,-12.4402,-1.4859,16.070
18:27:20:7820,-10.1787,-12.3443,-2.5735,16.205
18:27:20:8040,-11.1206,-12.4743,-2.8205,16.948
18:27:20:8050,-12.3505,-12.9129,-2.2726,18.012
18:27:20:8120,-13.9639,-13.5953,-1.1511,19.523
18:27:20:8210,-14.4149,-14.0316,-0.1611,20.117
18:27:20:8320,-13.8483,-14.3033,1.8821,19.998
18:27:20:8410,-12.5985,-13.9882,3.9296,19.231
18:27:20:8520,-9.5726,-13.2055,5.7123,17.282
18:27:20:8610,-5.9427,-11.5887,5.8725,14.286
18:27:20:8730,-0.5967,-8.4219,5.2440,9.939
18:27:20:8810,2.8720,-4.4404,3.1603,6.161
18:27:20:9060,3.6466,-1.3126,-2.1554,4.435
18:27:20:9070,3.3363,1.1022,-6.7741,7.631
18:27:20:9120,5.5158,4.0217,-7.4440,10.100
18:27:20:9220,11.4692,6.6327,-1.7515,13.364
18:27:20:9330,22.5363,10.6791,9.2315,26.592
18:27:20:9490,30.6022,15.5665,17.9565,38.746
18:27:20:9520,36.2876,21.7426,22.2609,47.802
18:27:20:9610,35.4223,25.6538,16.0972,46.604
18:27:20:9730,29.0219,27.8567,2.8268,40.327
18:27:20:9830,22.5154,27.4467,-4.8982,35.837
18:27:20:9990,16.4145,25.2980,-7.7585,31.139
18:27:21:0000,13.1711,22.4924,-4.6789,26.482
18:27:21:0120,9.7461,19.2075,-0.2025,21.540
18:27:21:0220,5.7886,15.7272,2.2196,16.905
18:27:21:0320,2.1808,12.9527,4.0730,13.752
18:27:21:0420,-0.4239,11.6773,5.0436,12.727
18:27:21:0530,-2.5114,10.2279,5.6309,11.943
18:27:21:0620,-3.0577,9.3944,6.5658,11.862
18:27:21:0720,-2.0077,9.9786,7.9522,12.917
18:27:21:0900,-1.8150,11.0328,8.2763,13.911
18:27:21:0930,-2.4760,11.4135,7.8932,14.096
18:27:21:1019,-3.8784,11.6273,8.1512,14.720
18:27:21:1120,-5.4896,12.1946,8.7698,15.992
18:27:21:1220,-6.4090,12.9897,9.6822,17.423
18:27:21:1320,-7.5398,14.1960,11.4400,19.729
18:27:21:1419,-8.2348,14.9433,12.8323,21.349
18:27:21:1540,-7.8996,16.4955,13.7944,22.908
18:27:21:1610,-8.0464,17.4982,13.9993,23.810
18:27:21:1729,-8.2608,17.8965,13.9153,24.128
18:27:21:1850,-7.7017,17.9731,13.8873,23.983
18:27:21:2010,-5.8308,18.2182,14.2628,23.861
18:27:21:2020,-3.4252,18.4742,13.9972,23.430
18:27:21:2120,-1.2925,18.5256,12.5955,22.439
18:27:21:2210,0.6380,18.7013,11.3971,21.910
18:27:21:2330,3.2701,19.0616,10.2139,21.872
18:27:21:2430,4.4065,19.5797,8.9947,21.993
